employment,country,edlevel,orgsize,yearscode,yearscodepro,currency,comptotal,age,year,comptotal_usd,edvalue,employment_value,lower_bound_orgsize,upper_bound_orgsize
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,1,Less than 1 year,Pound sterling,37000.0,29,2019,50690.00000000001,2,0,10000,10001
Employed full-time,Switzerland,"Other doctoral degree (Ph.D, Ed.D., etc.)",1000 to 4999 employees,17,12,Swiss franc,108000.0,34,2019,117720.00000000001,5,0,1000,4999
Employed part-time,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,6,1,European Euro,400.0,24,2019,472.0,0,2,5000,9999
"Independent contractor, freelancer, or self-employed",United Kingdom,Some college/university study without earning a degree,1,10,9,Pound sterling,100000.0,31,2019,137000.0,1,1,1,10001
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,10,Less than 1 year,Pound sterling,1200.0,26,2019,1644.0000000000002,2,0,1000,4999
Employed full-time,Portugal,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,10,5,European Euro,20000.0,32,2019,23600.0,2,0,100,499
Employed full-time,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,28,13,New Zealand dollar,112000.0,40,2019,81760.0,0,0,100,499
Employed part-time,United States,Some college/university study without earning a degree,20 to 99 employees,30,20,United States dollar,,36,2019,,1,2,20,99
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,18,12,United States dollar,160000.0,32,2019,160000.0,1,0,20,99
Employed full-time,United Kingdom,Some college/university study without earning a degree,500 to 999 employees,10,5,Pound sterling,34000.0,46,2019,46580.0,1,0,500,999
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,30,25,United States dollar,,56,2019,,0,1,1,10001
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,5,3,European Euro,,22,2019,,2,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,26,12,United States dollar,107000.0,38,2019,107000.0,0,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,6,2,United States dollar,75000.0,22,2019,75000.0,0,0,100,499
"Independent contractor, freelancer, or self-employed",United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,17,13,United States dollar,4500.0,31,2019,4500.0,5,1,20,99
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,9,5,United States dollar,120522.0,31,2019,120522.0,2,0,1000,4999
"Independent contractor, freelancer, or self-employed",United States,Associate degree,2-9 employees,29,20,United States dollar,65000.0,41,2019,65000.0,4,1,2,9
Employed full-time,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,19,13,Swiss franc,140000.0,37,2019,152600.0,2,0,10,19
Employed full-time,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,20,7,Canadian dollar,115000.0,36,2019,92000.0,2,0,10000,10001
Employed full-time,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,25,26,European Euro,,46,2019,,2,0,10000,10001
Employed full-time,Malta,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,13,5,European Euro,,28,2019,,2,0,20,99
Employed full-time,Nicaragua,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,7,4,United States dollar,1200.0,25,2019,1200.0,0,0,20,99
"Independent contractor, freelancer, or self-employed",United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",2-9 employees,50,20,United States dollar,775000.0,63,2019,775000.0,5,1,2,9
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,10,5,Pound sterling,45175.0,29,2019,61889.75000000001,2,0,500,999
"Independent contractor, freelancer, or self-employed",Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,4,2,Japanese yen,5000000.0,32,2019,46000.0,0,1,2,9
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,41,30,Canadian dollar,90000.0,55,2019,72000.0,0,0,10,19
Employed full-time,United States,Some college/university study without earning a degree,500 to 999 employees,5,3,United States dollar,40000.0,24,2019,40000.0,1,0,500,999
Employed full-time,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,18,7,United States dollar,96000.0,30,2019,96000.0,0,0,5000,9999
"Independent contractor, freelancer, or self-employed",United Kingdom,"Professional degree (JD, MD, etc.)",1,25,22,Pound sterling,3250.0,45,2019,4452.5,7,1,1,10001
Employed full-time,Australia,Some college/university study without earning a degree,10 to 19 employees,10,5,Australian dollar,60000.0,23,2019,45600.0,1,0,10,19
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,9,3,United States dollar,80000.0,25,2019,80000.0,0,0,10000,10001
Employed full-time,France,"Professional degree (JD, MD, etc.)",10 to 19 employees,13,5,European Euro,39000.0,28,2019,46020.0,7,0,10,19
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,12,10,United States dollar,80000.0,34,2019,80000.0,0,0,5000,9999
Employed full-time,United Kingdom,I never completed any formal education,2-9 employees,5,1,Pound sterling,30000.0,24,2019,41100.0,6,0,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,5,4,United States dollar,120000.0,32,2019,120000.0,0,0,20,99
Employed full-time,Italy,Associate degree,10 to 19 employees,30,25,European Euro,40000.0,46,2019,47200.0,4,0,10,19
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,20,8,United States dollar,5500.0,46,2019,5500.0,0,0,10,19
Employed part-time,United States,Some college/university study without earning a degree,2-9 employees,9,4,United States dollar,300.0,24,2019,300.0,1,2,2,9
Employed part-time,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,11,1,European Euro,1200.0,19,2019,1416.0,3,2,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,8,3,United States dollar,90000.0,25,2019,90000.0,0,0,500,999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,4,2,United States dollar,75075.0,23,2019,75075.0,0,0,1000,4999
Employed full-time,Slovenia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,5,1,European Euro,1700.0,20,2019,2006.0,3,0,10,19
Employed part-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,22,10,United States dollar,2000.0,28,2019,2000.0,2,2,1,10001
Employed part-time,Germany,Some college/university study without earning a degree,1,5,2,European Euro,,21,2019,,1,2,1,10001
Employed full-time,Taiwan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,4,3,United States dollar,,29,2019,,2,0,20,99
Employed full-time,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,8,5,European Euro,29000.0,30,2019,34220.0,2,0,10000,10001
Employed full-time,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,25,8,European Euro,70000.0,48,2019,82600.0,2,0,10000,10001
Employed part-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,25,20,European Euro,60000.0,40,2019,70800.0,3,2,1,10001
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,6,3,Canadian dollar,55000.0,26,2019,44000.0,0,0,500,999
Employed full-time,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,10,4,European Euro,44000.0,30,2019,51920.0,2,0,100,499
Employed full-time,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,22,18,New Zealand dollar,92000.0,39,2019,67160.0,0,0,500,999
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,4,3,European Euro,20000.0,27,2019,23600.0,2,0,10000,10001
Employed full-time,Spain,Associate degree,2-9 employees,4,2,European Euro,1085.0,21,2019,1280.3,4,0,2,9
Employed full-time,Australia,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,25,14,Australian dollar,4800.0,39,2019,3648.0,5,0,20,99
Employed full-time,Greece,Some college/university study without earning a degree,10 to 19 employees,36,29,European Euro,18500.0,47,2019,21830.0,1,0,10,19
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,6,2,United States dollar,65000.0,26,2019,65000.0,0,0,5000,9999
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,12,3,Australian dollar,65000.0,24,2019,49400.0,0,0,10000,10001
Employed full-time,United States,Associate degree,500 to 999 employees,31,21,United States dollar,65000.0,38,2019,65000.0,4,0,500,999
Employed full-time,United States,Some college/university study without earning a degree,500 to 999 employees,26,23,United States dollar,240000.0,41,2019,240000.0,1,0,500,999
Employed full-time,Switzerland,"Other doctoral degree (Ph.D, Ed.D., etc.)",10000 or more employees,15,12,Swiss franc,120000.0,46,2019,130800.00000000001,5,0,10000,10001
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,5,2,Canadian dollar,62500.0,23,2019,50000.0,0,0,1000,4999
"Independent contractor, freelancer, or self-employed",Germany,Some college/university study without earning a degree,1,43,40,European Euro,75000.0,55,2019,88500.0,1,1,1,10001
Employed full-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,5,3,European Euro,2500.0,21,2019,2950.0,3,0,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,17,13,United States dollar,120000.0,35,2019,120000.0,0,0,10000,10001
Employed part-time,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,5,2,Pound sterling,,17,2019,,3,2,1,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,16,4,United States dollar,85000.0,25,2019,85000.0,0,0,10,19
"Independent contractor, freelancer, or self-employed",France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,9,5,European Euro,80000.0,27,2019,94400.0,0,1,1,10001
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,14,7,European Euro,36000.0,29,2019,42480.0,2,0,2,9
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,12,8,European Euro,43000.0,32,2019,50740.0,2,0,2,9
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,16,6,European Euro,4000.0,32,2019,4720.0,0,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,5,3,United States dollar,80000.0,22,2019,80000.0,0,0,500,999
Employed full-time,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,10,8,Swiss franc,85000.0,31,2019,92650.0,0,0,2,9
Employed full-time,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,5,Less than 1 year,European Euro,,24,2019,,0,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,20,12,United States dollar,107000.0,39,2019,107000.0,0,0,5000,9999
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,15,5,United States dollar,165000.0,28,2019,165000.0,2,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,15,13,United States dollar,120000.0,37,2019,120000.0,2,0,1000,4999
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,22,16,United States dollar,6000.0,30,2019,6000.0,0,1,1,10001
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,10,5,Australian dollar,,32,2019,,0,0,10000,10001
Employed part-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,10,6,European Euro,1000.0,28,2019,1180.0,0,2,2,9
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,10,10,European Euro,64000.0,36,2019,75520.0,2,0,100,499
"Independent contractor, freelancer, or self-employed",Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,39,34,European Euro,,62,2019,,3,1,20,99
Employed full-time,United States,I never completed any formal education,100 to 499 employees,21,20,United States dollar,96000.0,47,2019,96000.0,6,0,100,499
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,9,5,Pound sterling,50000.0,25,2019,68500.0,2,0,10,19
Employed full-time,United States,I never completed any formal education,20 to 99 employees,20,13,United States dollar,100000.0,47,2019,100000.0,6,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,8,United States dollar,80000.0,28,2019,80000.0,0,0,20,99
Employed full-time,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,8,4,European Euro,3200.0,38,2019,3776.0,0,0,20,99
Employed full-time,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3,1,United States dollar,300.0,24,2019,300.0,0,0,20,99
Employed full-time,United States,Associate degree,10 to 19 employees,24,15,United States dollar,130000.0,32,2019,130000.0,4,0,10,19
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,5,2,Canadian dollar,50000.0,29,2019,40000.0,0,0,2,9
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,5,2,Australian dollar,76018.0,40,2019,57773.68,0,0,10000,10001
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,25,20,United States dollar,35000.0,50,2019,35000.0,1,0,20,99
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,16,8,United States dollar,110000.0,29,2019,110000.0,5,0,20,99
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,20,15,United States dollar,130000.0,40,2019,130000.0,2,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,21,13,United States dollar,72000.0,36,2019,72000.0,0,0,100,499
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,10,6,Australian dollar,73000.0,26,2019,55480.0,0,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,10,1,United States dollar,80000.0,25,2019,80000.0,0,0,5000,9999
"Independent contractor, freelancer, or self-employed",Bosnia and Herzegovina,Some college/university study without earning a degree,5000 to 9999 employees,27,25,United States dollar,1600.0,44,2019,1600.0,1,1,5000,9999
Employed full-time,United Kingdom,Some college/university study without earning a degree,10 to 19 employees,35,25,Pound sterling,,47,2019,,1,0,10,19
Employed full-time,United Kingdom,Some college/university study without earning a degree,100 to 499 employees,17,15,Pound sterling,60000.0,39,2019,82200.0,1,0,100,499
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,35,30,United States dollar,120000.0,55,2019,120000.0,0,1,2,9
"Independent contractor, freelancer, or self-employed",Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,9,8,United States dollar,400.0,27,2019,400.0,2,1,1,10001
"Independent contractor, freelancer, or self-employed",Finland,I never completed any formal education,100 to 499 employees,6,Less than 1 year,European Euro,,14,2019,,6,1,100,499
Employed full-time,United States,Some college/university study without earning a degree,2-9 employees,20,13,United States dollar,80000.0,36,2019,80000.0,1,0,2,9
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",100 to 499 employees,26,14,United States dollar,174000.0,36,2019,174000.0,5,0,100,499
Employed part-time,New Zealand,Some college/university study without earning a degree,2-9 employees,3,2,New Zealand dollar,,19,2019,,1,2,2,9
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,5,2,Canadian dollar,95000.0,34,2019,76000.0,0,0,10000,10001
Employed full-time,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,15,8,Canadian dollar,90000.0,30,2019,72000.0,2,0,1000,4999
"Independent contractor, freelancer, or self-employed",United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,5,3,United States dollar,124000.0,26,2019,124000.0,2,1,10000,10001
Employed full-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,9,2,European Euro,750.0,20,2019,885.0,3,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,15,11,United States dollar,120.0,29,2019,120.0,0,0,100,499
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,6,4,United States dollar,81000.0,33,2019,81000.0,2,0,100,499
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,9,3,European Euro,40000.0,28,2019,47200.0,2,0,10000,10001
Employed full-time,Canada,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,15,10,Canadian dollar,87000.0,33,2019,69600.0,5,0,20,99
Employed full-time,Slovenia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,10,6,European Euro,3100.0,30,2019,3658.0,2,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,12,10,United States dollar,80000.0,31,2019,80000.0,0,0,20,99
Employed full-time,Australia,Some college/university study without earning a degree,2-9 employees,16,8,Australian dollar,95000.0,31,2019,72200.0,1,0,2,9
Employed full-time,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,8,4,European Euro,53000.0,27,2019,62540.0,0,0,20,99
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,20,15,United States dollar,126000.0,45,2019,126000.0,2,0,10000,10001
Employed full-time,Canada,Some college/university study without earning a degree,100 to 499 employees,11,10,Canadian dollar,65000.0,30,2019,52000.0,1,0,100,499
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,22,12,Pound sterling,55000.0,35,2019,75350.0,0,0,500,999
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,8,Less than 1 year,Pound sterling,24000.0,21,2019,32880.0,0,0,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,15,8,United States dollar,205000.0,25,2019,205000.0,0,0,5000,9999
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,30,12,European Euro,50400.0,37,2019,59472.0,0,0,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,5,2,United States dollar,90000.0,25,2019,90000.0,0,0,100,499
Employed full-time,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,11,6,Swiss franc,7293.0,29,2019,7949.370000000001,2,0,10,19
Employed full-time,Netherlands,Some college/university study without earning a degree,10 to 19 employees,10,7,European Euro,2100.0,27,2019,2478.0,1,0,10,19
Employed full-time,United States,Associate degree,10 to 19 employees,19,17,United States dollar,90600.0,39,2019,90600.0,4,0,10,19
Employed full-time,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,5,24,United States dollar,1000.0,26,2019,1000.0,0,0,20,99
Employed full-time,Slovakia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,21,15,European Euro,2800.0,37,2019,3304.0,2,0,10000,10001
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,10,4,United States dollar,41000.0,22,2019,41000.0,1,0,100,499
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,20,15,Pound sterling,55000.0,40,2019,75350.0,0,0,10000,10001
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,16,9,United States dollar,71000.0,28,2019,71000.0,1,0,100,499
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",1,17,12,United States dollar,,37,2019,,5,0,1,10001
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,5,3,Pound sterling,35000.0,28,2019,47950.00000000001,2,0,1000,4999
Employed full-time,Germany,Associate degree,100 to 499 employees,7,5,European Euro,2300.0,24,2019,2714.0,4,0,100,499
"Independent contractor, freelancer, or self-employed",United Kingdom,Primary/elementary school,1,5,,Pound sterling,,12,2019,,8,1,1,10001
"Independent contractor, freelancer, or self-employed",New Zealand,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1000 to 4999 employees,26,18,New Zealand dollar,211000.0,38,2019,154030.0,3,1,1000,4999
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,30,25,United States dollar,130000.0,48,2019,130000.0,2,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,19,10,United States dollar,70200.0,33,2019,70200.0,0,0,20,99
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,11,9,Canadian dollar,160000.0,30,2019,128000.0,0,0,20,99
"Independent contractor, freelancer, or self-employed",United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,35,22,Pound sterling,75900.0,46,2019,103983.00000000001,0,1,1,10001
"Independent contractor, freelancer, or self-employed",Latvia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,8,25,United States dollar,5000.0,29,2019,5000.0,0,1,1,10001
Employed full-time,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,32,27,Australian dollar,120000.0,43,2019,91200.0,2,0,100,499
Employed full-time,Canada,Some college/university study without earning a degree,100 to 499 employees,27,21,Canadian dollar,180000.0,43,2019,144000.0,1,0,100,499
Employed full-time,Germany,I never completed any formal education,20 to 99 employees,20,11,European Euro,,36,2019,,6,0,20,99
"Independent contractor, freelancer, or self-employed",Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,15,8,Canadian dollar,0.0,29,2019,0.0,0,1,2,9
Employed full-time,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,8,5,Australian dollar,874.0,19,2019,664.24,3,0,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,6,3,United States dollar,101000.0,30,2019,101000.0,0,0,500,999
Employed full-time,Canada,Some college/university study without earning a degree,20 to 99 employees,26,18,Canadian dollar,94000.0,40,2019,75200.0,1,0,20,99
Employed full-time,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,4,3,European Euro,42000.0,25,2019,49560.0,0,0,10,19
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",1000 to 4999 employees,11,3,United States dollar,136000.0,31,2019,136000.0,5,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,21,6,United States dollar,77000.0,35,2019,77000.0,0,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,5,2,United States dollar,110000.0,30,2019,110000.0,2,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,40,26,United States dollar,162000.0,50,2019,162000.0,2,0,10000,10001
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,45,42,Pound sterling,45000.0,62,2019,61650.00000000001,0,0,5000,9999
Employed full-time,United States,Some college/university study without earning a degree,10 to 19 employees,31,31,United States dollar,104000.0,48,2019,104000.0,1,0,10,19
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,19,16,United States dollar,19000.0,35,2019,19000.0,0,0,10,19
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,9,6,European Euro,60000.0,26,2019,70800.0,0,0,5000,9999
"Independent contractor, freelancer, or self-employed","Venezuela, Bolivarian Republic of...",Some college/university study without earning a degree,2-9 employees,10,4,United States dollar,,31,2019,,1,1,2,9
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,20,10,Australian dollar,92000.0,36,2019,69920.0,0,0,1000,4999
"Independent contractor, freelancer, or self-employed",United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,40,27,Pound sterling,90000.0,51,2019,123300.00000000001,0,1,100,499
"Independent contractor, freelancer, or self-employed",France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,12,2,European Euro,2500.0,26,2019,2950.0,2,1,2,9
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,7,2,United States dollar,77000.0,24,2019,77000.0,2,0,100,499
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,27,8,Canadian dollar,67000.0,37,2019,53600.0,0,0,20,99
"Independent contractor, freelancer, or self-employed",Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,25,16,European Euro,,38,2019,,0,1,1,10001
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10000 or more employees,20,5,United States dollar,110000.0,32,2019,110000.0,5,0,10000,10001
"Independent contractor, freelancer, or self-employed",France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,4,3,European Euro,1000.0,27,2019,1180.0,2,1,1,10001
"Independent contractor, freelancer, or self-employed",Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,16,14,European Euro,60000.0,30,2019,70800.0,0,1,1,10001
"Independent contractor, freelancer, or self-employed",Austria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,16,11,European Euro,4500.0,35,2019,5310.0,3,1,10,19
Employed full-time,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,16,8,European Euro,66000.0,28,2019,77880.0,2,0,20,99
Employed full-time,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,15,10,European Euro,55000.0,34,2019,64900.0,0,0,100,499
Employed part-time,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,7,7,Swiss franc,75000.0,25,2019,81750.0,0,2,10000,10001
Employed full-time,United States,Some college/university study without earning a degree,1000 to 4999 employees,14,12,United States dollar,260000.0,30,2019,260000.0,1,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,16,4,United States dollar,130000.0,29,2019,130000.0,0,0,10000,10001
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,25,21,Pound sterling,45000.0,43,2019,61650.00000000001,0,0,2,9
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,10,5,United States dollar,72000.0,32,2019,72000.0,2,0,10,19
